file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/run-cli-j-geJYS3.js:325
        throw new Error($, { cause: h });
              ^

Error: [09-Jun-2025 13:41:12 UTC] PHP Fatal error:  Declaration of AVH_Walker_Category_Checklist::walk($elements, $max_depth) must be compatible with Walker::walk($elements, $max_depth, ...$args) in /wordpress/wp-content/plugins/extended-categories-widget/4.2/class/avh-ec.widgets.php on line 62
#5 /wordpress/wp-includes/class-wp-hook.php(324): TotalSoftEvCalInstall(false)
#6 /wordpress/wp-includes/class-wp-hook.php(348): WP_Hook->apply_filters('', Array)
#7 /wordpress/wp-includes/plugin.php(517): WP_Hook->do_action(Array)
#8 /wordpress/wp-admin/includes/plugin.php(703): do_action('activate_event-...', false)
#9 /internal/eval.php(20): activate_plugin('event-calendars...')
#10 {main}</pre>
 for query INSERT INTO wp_totalsoft_fonts (id, Font) VALUES (0, 'Corbel') made by activate_plugin, do_action('activate_event-calendars/index.php'), WP_Hook->do_action, WP_Hook->apply_filters, TotalSoftEvCalInstall, require_once('/plugins/event-calendars/Includes/Event-Calendar-Install.php'), WP_SQLite_DB->query, WP_SQLite_DB->print_error
[09-Jun-2025 13:50:13 UTC] WordPress database error <div style="clear:both">&nbsp;</div>
<div class="queries" style="clear:both;margin-bottom:2px;border:red dotted thin;">
<p>MySQL query:</p>
<p>INSERT INTO wp_totalsoft_fonts (id, Font) VALUES (0, 'Cordia New')</p>
<p>Queries made or created this session were:</p>
<ol>
<li>Executing: BEGIN IMMEDIATE | (no parameters)</li>
<li>Executing: SELECT 1 FROM sqlite_temp_schema WHERE type = 'table' AND name = ? | parameters: wp_totalsoft_fonts</li>
<li>Executing: 
				SELECT column_name, is_nullable, column_default, data_type, extra
				FROM `_wp_sqlite_mysql_information_schema_columns`
				WHERE table_schema = ?
				AND table_name = ?
				ORDER BY ordinal_position
			 | parameters: database_name_here, wp_totalsoft_fonts</li>
<li>Executing: INSERT INTO `wp_totalsoft_fonts` (`id`, `Font`) SELECT CAST(`column1` AS INTEGER) AS `column1`, CAST(`column2` AS TEXT) AS `column2` FROM (VALUES ( 0 , 'Cordia New' )) WHERE true | (no parameters)</li>
<li>Executing: ROLLBACK | (no parameters)</li>
</ol>
</div>
<div style="clear:both;margin-bottom:2px;border:red dotted thin;" class="error_message" style="border-bottom:dotted blue thin;">
SQLSTATE[23000]: Integrity constraint violation: 19 UNIQUE constraint failed: wp_totalsoft_fonts.id
</div>
<p>Backtrace:</p>
<pre>#0 /internal/shared/sqlite-database-integration/wp-includes/sqlite-ast/class-wp-sqlite-driver.php(683): WP_SQLite_Driver->new_driver_exception('SQLSTATE[23000]...', '23000', Object(PDOException))
#1 /internal/shared/sqlite-database-integration/wp-includes/sqlite/class-wp-sqlite-db.php(491): WP_SQLite_Driver->query('INSERT INTO wp_...')
#2 /internal/shared/sqlite-database-integration/wp-includes/sqlite/class-wp-sqlite-db.php(432): WP_SQLite_DB->_do_query('INSERT INTO wp_...')
#3 /wordpress/wp-content/plugins/event-calendars/Includes/Event-Calendar-Install.php(172): WP_SQLite_DB->query('INSERT INTO wp_...')
#4 /wordpress/wp-content/plugins/event-calendars/index.php(71): require_once('/wordpress/wp-c...')
#5 /wordpress/wp-includes/class-wp-hook.php(324): TotalSoftEvCalInstall(false)
#6 /wordpress/wp-includes/class-wp-hook.php(348): WP_Hook->apply_filters('', Array)
#7 /wordpress/wp-includes/plugin.php(517): WP_Hook->do_action(Array)
#8 /wordpress/wp-admin/includes/plugin.php(703): do_action('activate_event-...', false)
#9 /internal/eval.php(20): activate_plugin('event-calendars...')
#10 {main}</pre>
 for query INSERT INTO wp_totalsoft_fonts (id, Font) VALUES (0, 'Cordia New') made by activate_plugin, do_action('activate_event-calendars/index.php'), WP_Hook->do_action, WP_Hook->apply_filters, TotalSoftEvCalInstall, require_once('/plugins/event-calendars/Includes/Event-Calendar-Install.php'), WP_SQLite_DB->query, WP_SQLite_DB->print_error
[09-Jun-2025 13:50:13 UTC] WordPress database error <div style="clear:both">&nbsp;</div>
<div class="queries" style="clear:both;margin-bottom:2px;border:red dotted thin;">
<p>MySQL query:</p>
<p>INSERT INTO wp_totalsoft_fonts (id, Font) VALUES (0, 'CordiaUPC')</p>
<p>Queries made or created this session were:</p>
<ol>
<li>Executing: BEGIN IMMEDIATE | (no parameters)</li>
<li>Executing: SELECT 1 FROM sqlite_temp_schema WHERE type = 'table' AND name = ? | parameters: wp_totalsoft_fonts</li>
<li>Executing: 
				SELECT column_name, is_nullable, column_default, data_type, extra
				FROM `_wp_sqlite_mysql_information_schema_columns`
				WHERE table_schema = ?
				AND table_name = ?
				ORDER BY ordinal_position
			 | parameters: database_name_here, wp_totalsoft_fonts</li>
<li>Executing: INSERT INTO `wp_totalsoft_fonts` (`id`, `Font`) SELECT CAST(`column1` AS INTEGER) AS `column1`, CAST(`column2` AS TEXT) AS `column2` FROM (VALUES ( 0 , 'CordiaUPC' )) WHERE true | (no parameters)</li>
<li>Executing: ROLLBACK | (no parameters)</li>
</ol>
</div>
<div style="clear:both;margin-bottom:2px;border:red dotted thin;" class="error_message" style="border-bottom:dotted blue thin;">
SQLSTATE[23000]: Integrity constraint violation: 19 UNIQUE constraint failed: wp_totalsoft_fonts.id
</div>
<p>Backtrace:</p>
<pre>#0 /internal/shared/sqlite-database-integration/wp-includes/sqlite-ast/class-wp-sqlite-driver.php(683): WP_SQLite_Driver->new_driver_exception('SQLSTATE[23000]...', '23000', Object(PDOException))
#1 /internal/shared/sqlite-database-integration/wp-includes/sqlite/class-wp-sqlite-db.php(491): WP_SQLite_Driver->query('INSERT INTO wp_...')
#2 /internal/shared/sqlite-database-integration/wp-includes/sqlite/class-wp-sqlite-db.php(432): WP_SQLite_DB->_do_query('INSERT INTO wp_...')
#3 /wordpress/wp-content/plugins/event-calendars/Includes/Event-Calendar-Install.php(172): WP_SQLite_DB->query('INSERT INTO wp_...')
#4 /wordpress/wp-content/plugins/event-calendars/index.php(71): require_once('/wordpress/wp-c...')
#5 /wordpress/wp-includes/class-wp-hook.php(324): TotalSoftEvCalInstall(false)
#6 /wordpress/wp-includes/class-wp-hook.php(348): WP_Hook->apply_filters('', Array)
#7 /wordpress/wp-includes/plugin.php(517): WP_Hook->do_action(Array)
#8 /wordpress/wp-admin/includes/plugin.php(703): do_action('activate_event-...', false)
#9 /internal/eval.php(20): activate_plugin('event-calendars...')
#10 {main}</pre>
 for query INSERT INTO wp_totalsoft_fonts (id, Font) VALUES (0, 'CordiaUPC') made by activate_plugin, do_action('activate_event-calendars/index.php'), WP_Hook->do_action, WP_Hook->apply_filters, TotalSoftEvCalInstall, require_once('/plugins/event-calendars/Includes/Event-Calendar-Install.php'), WP_SQLite_DB->query, WP_SQLite_DB->print_error
[09-Jun-2025 13:50:13 UTC] WordPress database error <div style="clear:both">&nbsp;</div>
<div class="queries" style="clear:both;margin-bottom:2px;border:red dotted thin;">
<p>MySQL query:</p>
<p>INSERT INTO wp_totalsoft_fonts (id, Font) VALUES (0, 'Courier New')</p>
<p>Queries made or created this session were:</p>
<ol>
<li>Executing: BEGIN IMMEDIATE | (no parameters)</li>
<li>Executing: SELECT 1 FROM sqlite_temp_schema WHERE type = 'table' AND name = ? | parameters: wp_totalsoft_fonts</li>
<li>Executing: 
				SELECT column_name, is_nullable, column_default, data_type, extra
				FROM `_wp_sqlite_mysql_information_schema_columns`
				WHERE table_schema = ?
				AND table_name = ?
				ORDER BY ordinal_position
			 | parameters: database_name_here, wp_totalsoft_fonts</li>
<li>Executing: INSERT INTO `wp_totalsoft_fonts` (`id`, `Font`) SELECT CAST(`column1` AS INTEGER) AS `column1`, CAST(`column2` AS TEXT) AS `column2` FROM (VALUES ( 0 , 'Courier New' )) WHERE true | (no parameters)</li>
<li>Executing: ROLLBACK | (no parameters)</li>
</ol>
</div>
<div style="clear:both;margin-bottom:2px;border:red dotted thin;" class="error_message" style="border-bottom:dotted blue thin;">
SQLSTATE[23000]: Integrity constraint violation: 19 UNIQUE constraint failed: wp_totalsoft_fonts.id
</div>
<p>Backtrace:</p>
<pre>#0 /internal/shared/sqlite-database-integration/wp-includes/sqlite-ast/class-wp-sqlite-driver.php(683): WP_SQLite_Driver->new_driver_exception('SQLSTATE[23000]...', '23000', Object(PDOException))
#1 /internal/shared/sqlite-database-integration/wp-includes/sqlite/class-wp-sqlite-db.php(491): WP_SQLite_Driver->query('INSERT INTO wp_...')
#2 /internal/shared/sqlite-database-integration/wp-includes/sqlite/class-wp-sqlite-db.php(432): WP_SQLite_DB->_do_query('INSERT INTO wp_...')
#3 /wordpress/wp-content/plugins/event-calendars/Includes/Event-Calendar-Install.php(172): WP_SQLite_DB->query('INSERT INTO wp_...')
#4 /wordpress/wp-content/plugins/event-calendars/index.php(71): require_once('/wordpress/wp-c...')
#5 /wordpress/wp-includes/class-wp-hook.php(324): TotalSoftEvCalInstall(false)
#6 /wordpress/wp-includes/class-wp-hook.php(348): WP_Hook->apply_filters('', Array)
#7 /wordpress/wp-includes/plugin.php(517): WP_Hook->do_action(Array)
#8 /wordpress/wp-admin/includes/plugin.php(703): do_action('activate_event-...', false)
#9 /internal/eval.php(20): activate_plugin('event-calendars...')
#10 {main}</pre>
 for query INSERT INTO wp_totalsoft_fonts (id, Font) VALUES (0, 'Courier New') made by activate_plugin, do_action('activate_event-calendars/index.php'), WP_Hook->do_action, WP_Hook->apply_filters, TotalSoftEvCalInstall, require_once('/plugins/event-calendars/Includes/Event-Calendar-Install.php'), WP_SQLite_DB->query, WP_SQLite_DB->print_error
[09-Jun-2025 13:50:13 UTC] WordPress database error <div style="clear:both">&nbsp;</div>
<div class="queries" style="clear:both;margin-bottom:2px;border:red dotted thin;">
<p>MySQL query:</p>
<p>INSERT INTO wp_totalsoft_fonts (id, Font) VALUES (0, 'DaunPenh')</p>
<p>Queries made or created this session were:</p>
<ol>
<li>Executing: BEGIN IMMEDIATE | (no parameters)</li>
<li>Executing: SELECT 1 FROM sqlite_temp_schema WHERE type = 'table' AND name = ? | parameters: wp_totalsoft_fonts</li>
<li>Executing: 
				SELECT column_name, is_nullable, column_default, data_type, extra
				FROM `_wp_sqlite_mysql_information_schema_columns`
				WHERE table_schema = ?
				AND table_name = ?
				ORDER BY ordinal_position
			 | parameters: database_name_here, wp_totalsoft_fonts</li>
<li>Executing: INSERT INTO `wp_totalsoft_fonts` (`id`, `Font`) SELECT CAST(`column1` AS INTEGER) AS `column1`, CAST(`column2` AS TEXT) AS `column2` FROM (VALUES ( 0 , 'DaunPenh' )) WHERE true | (no parameters)</li>
<li>Executing: ROLLBACK | (no parameters)</li>
</ol>
</div>
<div style="clear:both;margin-bottom:2px;border:red dotted thin;" class="error_message" style="border-bottom:dotted blue thin;">
SQLSTATE[23000]: Integrity constraint violation: 19 UNIQUE constraint failed: wp_totalsoft_fonts.id
</div>
<p>Backtrace:</p>
<pre>#0 /internal/shared/sqlite-database-integration/wp-includes/sqlite-ast/class-wp-sqlite-driver.php(683): WP_SQLite_Driver->new_driver_exception('SQLSTATE[23000]...', '23000', Object(PDOException))
#1 /internal/shared/sqlite-database-integration/wp-includes/sqlite/class-wp-sqlite-db.php(491): WP_SQLite_Driver->query('INSERT INTO wp_...')
#2 /internal/shared/sqlite-database-integration/wp-includes/sqlite/class-wp-sqlite-db.php(432): WP_SQLite_DB->_do_query('INSERT INTO wp_...')
#3 /wordpress/wp-content/plugins/event-calendars/Includes/Event-Calendar-Install.php(172): WP_SQLite_DB->query('INSERT INTO wp_...')
#4 /wordpress/wp-content/plugins/event-calendars/index.php(71): require_once('/wordpress/wp-c...')
#5 /wordpress/wp-includes/class-wp-hook.php(324): TotalSoftEvCalInstall(false)
#6 /wordpress/wp-includes/class-wp-hook.php(348): WP_Hook->apply_filters('', Array)
#7 /wordpress/wp-includes/plugin.php(517): WP_Hook->do_action(Array)
#8 /wordpress/wp-admin/includes/plugin.php(703): do_action('activate_event-...', false)
#9 /internal/eval.php(20): activate_plugin('event-calendars...')
#10 {main}</pre>
 for query INSERT INTO wp_totalsoft_fonts (id, Font) VALUES (0, 'DaunPenh') made by activate_plugin, do_action('activate_event-calendars/index.php'), WP_Hook->do_action, WP_Hook->apply_filters, TotalSoftEvCalInstall, require_once('/plugins/event-calendars/Includes/Event-Calendar-Install.php'), WP_SQLite_DB->query, WP_SQLite_DB->print_error
[09-Jun-2025 13:50:13 UTC] WordPress database error <div style="clear:both">&nbsp;</div>
<div class="queries" style="clear:both;margin-bottom:2px;border:red dotted thin;">
<p>MySQL query:</p>
<p>INSERT INTO wp_totalsoft_fonts (id, Font) VALUES (0, 'David')</p>
<p>Queries made or created this session were:</p>
<ol>
<li>Executing: BEGIN IMMEDIATE | (no parameters)</li>
<li>Executing: SELECT 1 FROM sqlite_temp_schema WHERE type = 'table' AND name = ? | parameters: wp_totalsoft_fonts</li>
<li>Executing: 
				SELECT column_name, is_nullable, column_default, data_type, extra
				FROM `_wp_sqlite_mysql_information_schema_columns`
				WHERE table_schema = ?
				AND table_name = ?
				ORDER BY ordinal_position
			 | parameters: database_name_here, wp_totalsoft_fonts</li>
<li>Executing: INSERT INTO `wp_totalsoft_fonts` (`id`, `Font`) SELECT CAST(`column1` AS INTEGER) AS `column1`, CAST(`column2` AS TEXT) AS `column2` FROM (VALUES ( 0 , 'David' )) WHERE true | (no parameters)</li>
<li>Executing: ROLLBACK | (no parameters)</li>
</ol>
</div>
<div style="clear:both;margin-bottom:2px;border:red dotted thin;" class="error_message" style="border-bottom:dotted blue thin;">
SQLSTATE[23000]: Integrity constraint violation: 19 UNIQUE constraint failed: wp_totalsoft_fonts.id
</div>
<p>Backtrace:</p>
<pre>#0 /internal/shared/sqlite-database-integration/wp-includes/sqlite-ast/class-wp-sqlite-driver.php(683): WP_SQLite_Driver->new_driver_exception('SQLSTATE[23000]...', '23000', Object(PDOException))
#1 /internal/shared/sqlite-database-integration/wp-includes/sqlite/class-wp-sqlite-db.php(491): WP_SQLite_Driver->query('INSERT INTO wp_...')
#2 /internal/shared/sqlite-database-integration/wp-includes/sqlite/class-wp-sqlite-db.php(432): WP_SQLite_DB->_do_query('INSERT INTO wp_...')
#3 /wordpress/wp-content/plugins/event-calendars/Includes/Event-Calendar-Install.php(172): WP_SQLite_DB->query('INSERT INTO wp_...')
#4 /wordpress/wp-content/plugins/event-calendars/index.php(71): require_once('/wordpress/wp-c...')
#5 /wordpress/wp-includes/class-wp-hook.php(324): TotalSoftEvCalInstall(false)
#6 /wordpress/wp-includes/class-wp-hook.php(348): WP_Hook->apply_filters('', Array)
#7 /wordpress/wp-includes/plugin.php(517): WP_Hook->do_action(Array)
#8 /wordpress/wp-admin/includes/plugin.php(703): do_action('activate_event-...', false)
#9 /internal/eval.php(20): activate_plugin('event-calendars...')
#10 {main}</pre>
 for query INSERT INTO wp_totalsoft_fonts (id, Font) VALUES (0, 'David') made by activate_plugin, do_action('activate_event-calendars/index.php'), WP_Hook->do_action, WP_Hook->apply_filters, TotalSoftEvCalInstall, require_once('/plugins/event-calendars/Includes/Event-Calendar-Install.php'), WP_SQLite_DB->query, WP_SQLite_DB->print_error
[09-Jun-2025 13:50:13 UTC] WordPress database error <div style="clear:both">&nbsp;</div>
<div class="queries" style="clear:both;margin-bottom:2px;border:red dotted thin;">
<p>MySQL query:</p>
<p>INSERT INTO wp_totalsoft_fonts (id, Font) VALUES (0, 'DFKai-SB')</p>
<p>Queries made or created this session were:</p>
<ol>
<li>Executing: BEGIN IMMEDIATE | (no parameters)</li>
<li>Executing: SELECT 1 FROM sqlite_temp_schema WHERE type = 'table' AND name = ? | parameters: wp_totalsoft_fonts</li>
<li>Executing: 
				SELECT column_name, is_nullable, column_default, data_type, extra
				FROM `_wp_sqlite_mysql_information_schema_columns`
				WHERE table_schema = ?
				AND table_name = ?
				ORDER BY ordinal_position
			 | parameters: database_name_here, wp_totalsoft_fonts</li>
<li>Executing: INSERT INTO `wp_totalsoft_fonts` (`id`, `Font`) SELECT CAST(`column1` AS INTEGER) AS `column1`, CAST(`column2` AS TEXT) AS `column2` FROM (VALUES ( 0 , 'DFKai-SB' )) WHERE true | (no parameters)</li>
<li>Executing: ROLLBACK | (no parameters)</li>
</ol>
</div>
<div style="clear:both;margin-bottom:2px;border:red dotted thin;" class="error_message" style="border-bottom:dotted blue thin;">
SQLSTATE[23000]: Integrity constraint violation: 19 UNIQUE constraint failed: wp_totalsoft_fonts.id
</div>
<p>Backtrace:</p>
<pre>#0 /internal/shared/sqlite-database-integration/wp-includes/sqlite-ast/class-wp-sqlite-driver.php(683): WP_SQLite_Driver->new_driver_exception('SQLSTATE[23000]...', '23000', Object(PDOException))
#1 /internal/shared/sqlite-database-integration/wp-includes/sqlite/class-wp-sqlite-db.php(491): WP_SQLite_Driver->query('INSERT INTO wp_...')
#2 /internal/shared/sqlite-database-integration/wp-includes/sqlite/class-wp-sqlite-db.php(432): WP_SQLite_DB->_do_query('INSERT INTO wp_...')
#3 /wordpress/wp-content/plugins/event-calendars/Includes/Event-Calendar-Install.php(172): WP_SQLite_DB->query('INSERT INTO wp_...')
#4 /wordpress/wp-content/plugins/event-calendars/index.php(71): require_once('/wordpress/wp-c...')
#5 /wordpress/wp-includes/class-wp-hook.php(324): TotalSoftEvCalInstall(false)
#6 /wordpress/wp-includes/class-wp-hook.php(348): WP_Hook->apply_filters('', Array)
#7 /wordpress/wp-includes/plugin.php(517): WP_Hook->do_action(Array)
#8 /wordpress/wp-admin/includes/plugin.php(703): do_action('activate_event-...', false)
#9 /internal/eval.php(20): activate_plugin('event-calendars...')
#10 {main}</pre>
 for query INSERT INTO wp_totalsoft_fonts (id, Font) VALUES (0, 'DFKai-SB') made by activate_plugin, do_action('activate_event-calendars/index.php'), WP_Hook->do_action, WP_Hook->apply_filters, TotalSoftEvCalInstall, require_once('/plugins/event-calendars/Includes/Event-Calendar-Install.php'), WP_SQLite_DB->query, WP_SQLite_DB->print_error
[09-Jun-2025 13:50:13 UTC] WordPress database error <div style="clear:both">&nbsp;</div>
<div class="queries" style="clear:both;margin-bottom:2px;border:red dotted thin;">
<p>MySQL query:</p>
<p>INSERT INTO wp_totalsoft_fonts (id, Font) VALUES (0, 'DilleniaUPC')</p>
<p>Queries made or created this session were:</p>
<ol>
<li>Executing: BEGIN IMMEDIATE | (no parameters)</li>
<li>Executing: SELECT 1 FROM sqlite_temp_schema WHERE type = 'table' AND name = ? | parameters: wp_totalsoft_fonts</li>
<li>Executing: 
				SELECT column_name, is_nullable, column_default, data_type, extra
				FROM `_wp_sqlite_mysql_information_schema_columns`
				WHERE table_schema = ?
				AND table_name = ?
				ORDER BY ordinal_position
			 | parameters: database_name_here, wp_totalsoft_fonts</li>
<li>Executing: INSERT INTO `wp_totalsoft_fonts` (`id`, `Font`) SELECT CAST(`column1` AS INTEGER) AS `column1`, CAST(`column2` AS TEXT) AS `column2` FROM (VALUES ( 0 , 'DilleniaUPC' )) WHERE true | (no parameters)</li>
<li>Executing: ROLLBACK | (no parameters)</li>
</ol>
</div>
<div style="clear:both;margin-bottom:2px;border:red dotted thin;" class="error_message" style="border-bottom:dotted blue thin;">
SQLSTATE[23000]: Integrity constraint violation: 19 UNIQUE constraint failed: wp_totalsoft_fonts.id
</div>
<p>Backtrace:</p>
<pre>#0 /internal/shared/sqlite-database-integration/wp-includes/sqlite-ast/class-wp-sqlite-driver.php(683): WP_SQLite_Driver->new_driver_exception('SQLSTATE[23000]...', '23000', Object(PDOException))
#1 /internal/shared/sqlite-database-integration/wp-includes/sqlite/class-wp-sqlite-db.php(491): WP_SQLite_Driver->query('INSERT INTO wp_...')
#2 /internal/shared/sqlite-database-integration/wp-includes/sqlite/class-wp-sqlite-db.php(432): WP_SQLite_DB->_do_query('INSERT INTO wp_...')
#3 /wordpress/wp-content/plugins/event-calendars/Includes/Event-Calendar-Install.php(172): WP_SQLite_DB->query('INSERT INTO wp_...')
#4 /wordpress/wp-content/plugins/event-calendars/index.php(71): require_once('/wordpress/wp-c...')
#5 /wordpress/wp-includes/class-wp-hook.php(324): TotalSoftEvCalInstall(false)
#6 /wordpress/wp-includes/class-wp-hook.php(348): WP_Hook->apply_filters('', Array)
#7 /wordpress/wp-includes/plugin.php(517): WP_Hook->do_action(Array)
#8 /wordpress/wp-admin/includes/plugin.php(703): do_action('activate_event-...', false)
#9 /internal/eval.php(20): activate_plugin('event-calendars...')
#10 {main}</pre>
 for query INSERT INTO wp_totalsoft_fonts (id, Font) VALUES (0, 'DilleniaUPC') made by activate_plugin, do_action('activate_event-calendars/index.php'), WP_Hook->do_action, WP_Hook->apply_filters, TotalSoftEvCalInstall, require_once('/plugins/event-calendars/Includes/Event-Calendar-Install.php'), WP_SQLite_DB->query, WP_SQLite_DB->print_error
[09-Jun-2025 13:50:13 UTC] WordPress database error <div style="clear:both">&nbsp;</div>
<div class="queries" style="clear:both;margin-bottom:2px;border:red dotted thin;">
<p>MySQL query:</p>
<p>INSERT INTO wp_totalsoft_fonts (id, Font) VALUES (0, 'DokChampa')</p>
<p>Queries made or created this session were:</p>
<ol>
<li>Executing: BEGIN IMMEDIATE | (no parameters)</li>
<li>Executing: SELECT 1 FROM sqlite_temp_schema WHERE type = 'table' AND name = ? | parameters: wp_totalsoft_fonts</li>
<li>Executing: 
				SELECT column_name, is_nullable, column_default, data_type, extra
				FROM `_wp_sqlite_mysql_information_schema_columns`
				WHERE table_schema = ?
				AND table_name = ?
				ORDER BY ordinal_position
			 | parameters: database_name_here, wp_totalsoft_fonts</li>
<li>Executing: INSERT INTO `wp_totalsoft_fonts` (`id`, `Font`) SELECT CAST(`column1` AS INTEGER) AS `column1`, CAST(`column2` AS TEXT) AS `column2` FROM (VALUES ( 0 , 'DokChampa' )) WHERE true | (no parameters)</li>
<li>Executing: ROLLBACK | (no parameters)</li>
</ol>
</div>
<div style="clear:both;margin-bottom:2px;border:red dotted thin;" class="error_message" style="border-bottom:dotted blue thin;">
SQLSTATE[23000]: Integrity constraint violation: 19 UNIQUE constraint failed: wp_totalsoft_fonts.id
</div>
<p>Backtrace:</p>
<pre>#0 /internal/shared/sqlite-database-integration/wp-includes/sqlite-ast/class-wp-sqlite-driver.php(683): WP_SQLite_Driver->new_driver_exception('SQLSTATE[23000]...', '23000', Object(PDOException))
#1 /internal/shared/sqlite-database-integration/wp-includes/sqlite/class-wp-sqlite-db.php(491): WP_SQLite_Driver->query('INSERT INTO wp_...')
#2 /internal/shared/sqlite-database-integration/wp-includes/sqlite/class-wp-sqlite-db.php(432): WP_SQLite_DB->_do_query('INSERT INTO wp_...')
#3 /wordpress/wp-content/plugins/event-calendars/Includes/Event-Calendar-Install.php(172): WP_SQLite_DB->query('INSERT INTO wp_...')
#4 /wordpress/wp-content/plugins/event-calendars/index.php(71): require_once('/wordpress/wp-c...')
#5 /wordpress/wp-includes/class-wp-hook.php(324): TotalSoftEvCalInstall(false)
#6 /wordpress/wp-includes/class-wp-hook.php(348): WP_Hook->apply_filters('', Array)
#7 /wordpress/wp-includes/plugin.php(517): WP_Hook->do_action(Array)
#8 /wordpress/wp-admin/includes/plugin.php(703): do_action('activate_event-...', false)
#9 /internal/eval.php(20): activate_plugin('event-calendars...')
#10 {main}</pre>
 for query INSERT INTO wp_totalsoft_fonts (id, Font) VALUES (0, 'DokChampa') made by activate_plugin, do_action('activate_event-calendars/index.php'), WP_Hook->do_action, WP_Hook->apply_filters, TotalSoftEvCalInstall, require_once('/plugins/event-calendars/Includes/Event-Calendar-Install.php'), WP_SQLite_DB->query, WP_SQLite_DB->print_error
[09-Jun-2025 13:50:13 UTC] WordPress database error <div style="clear:both">&nbsp;</div>
<div class="queries" style="clear:both;margin-botto
